0,1
4.0,56.5516
8.0,44.0315
12.0,38.1692
16.0,34.4464
20.0,31.7908
24.0,29.7725
28.0,28.1732
32.0,26.8681
36.0,25.7796
40.0,24.857
44.0,24.0652
48.0,23.3793
52.0,22.7807
56.0,22.2555
60.0,21.7932
64.0,21.3852
68.0,21.0248
72.0,20.7058
76.0,20.4232
80.0,20.1727
84.0,19.9506
88.0,19.7535
92.0,19.5787
96.0,19.4235
100.0,19.2857
104.0,19.1634
108.0,19.055
112.0,18.9592
116.0,18.8746
120.0,18.8003
124.0,18.7354
128.0,18.6789
132.0,18.6299
136.0,18.5876
140.0,18.5511
144.0,18.5195
148.0,18.4922
152.0,18.4686
156.0,18.4477
160.0,18.4284
164.0,18.4097
168.0,18.3909
172.0,18.3713
176.0,18.3503
180.0,18.3276
184.0,18.3036
188.0,18.2791
192.0,18.2545
196.0,18.2304
200.0,18.2069
204.0,18.1838
208.0,18.1604
212.0,18.1362
216.0,18.1109
220.0,18.0847
224.0,18.0582
228.0,18.0324
232.0,18.0077
236.0,17.9846
240.0,17.9634
244.0,17.9445
248.0,17.9283
252.0,17.9154
256.0,17.9058
260.0,17.8996
264.0,17.8965
268.0,17.8962
272.0,17.8984
276.0,17.9027
280.0,17.9089
284.0,17.9168
288.0,17.9262
292.0,17.9368
296.0,17.9484
300.0,17.961
304.0,17.9743
308.0,17.9878
312.0,18.001
316.0,18.0133
320.0,18.0245
324.0,18.0346
328.0,18.0434
332.0,18.0509
336.0,18.0572
340.0,18.0626
344.0,18.0672
348.0,18.0713
352.0,18.0749
356.0,18.0779
360.0,18.0802
364.0,18.0814
368.0,18.0811
372.0,18.079
376.0,18.0753
380.0,18.0702
384.0,18.064
388.0,18.0567
392.0,18.0488
396.0,18.0404
400.0,18.0322
404.0,18.0248
408.0,18.0187
412.0,18.0143
416.0,18.0113
420.0,18.0096
424.0,18.0093
428.0,18.0107
432.0,18.0141
436.0,18.0195
440.0,18.0268
444.0,18.0356
448.0,18.0454
452.0,18.0558
456.0,18.067
460.0,18.0789
464.0,18.0915
468.0,18.1047
472.0,18.118
476.0,18.1311
480.0,18.1435
484.0,18.155
488.0,18.1653
492.0,18.1743
496.0,18.1819
500.0,18.1883
504.0,18.1937
508.0,18.1983
512.0,18.2023
516.0,18.2055
520.0,18.2077
524.0,18.2086
528.0,18.208
532.0,18.2057
536.0,18.2017
540.0,18.1961
544.0,18.1891
548.0,18.1806
552.0,18.1704
556.0,18.1586
560.0,18.1451
564.0,18.1304
568.0,18.115
572.0,18.0994
576.0,18.0839
580.0,18.0689
584.0,18.055
588.0,18.0425
592.0,18.0317
596.0,18.0229
600.0,18.016
604.0,18.011
608.0,18.0081
612.0,18.0073
616.0,18.0084
620.0,18.0113
624.0,18.0155
628.0,18.021
632.0,18.0274
636.0,18.0346
640.0,18.0425
644.0,18.0509
648.0,18.0599
652.0,18.0695
656.0,18.08
660.0,18.092
664.0,18.1056
668.0,18.121
672.0,18.1383
676.0,18.1572
680.0,18.1773
684.0,18.1977
688.0,18.2177
692.0,18.2365
696.0,18.2538
700.0,18.2691
704.0,18.2823
708.0,18.2934
712.0,18.3027
716.0,18.3104
720.0,18.3168
724.0,18.3221
728.0,18.3264
732.0,18.3297
736.0,18.3324
740.0,18.3345
744.0,18.3366
748.0,18.3389
752.0,18.3414
756.0,18.3441
760.0,18.3469
764.0,18.3492
768.0,18.3506
772.0,18.3505
776.0,18.3486
780.0,18.345
784.0,18.3396
788.0,18.3327
792.0,18.3243
796.0,18.3147
800.0,18.3043
804.0,18.2937
808.0,18.2834
812.0,18.274
816.0,18.2659
820.0,18.2587
824.0,18.2524
828.0,18.2465
832.0,18.2407
836.0,18.2349
840.0,18.2291
844.0,18.2239
848.0,18.2195
852.0,18.2162
856.0,18.2137
860.0,18.212
864.0,18.2106
868.0,18.2093
872.0,18.2078
876.0,18.2055
880.0,18.2018
884.0,18.1966
888.0,18.1903
892.0,18.1833
896.0,18.1764
900.0,18.1704
904.0,18.1659
908.0,18.1628
912.0,18.1607
916.0,18.1593
920.0,18.158
924.0,18.1565
928.0,18.1545
932.0,18.152
936.0,18.1489
940.0,18.1452
944.0,18.1405
948.0,18.1346
952.0,18.1275
956.0,18.1193
960.0,18.1102
964.0,18.1008
968.0,18.0915
972.0,18.0825
976.0,18.0745
980.0,18.0678
984.0,18.063
988.0,18.0604
992.0,18.0601
996.0,18.0623
1000.0,18.0666
1004.0,18.0727
1008.0,18.0801
1012.0,18.0887
1016.0,18.0984
1020.0,18.1094
1024.0,18.1216
1028.0,18.135
1032.0,18.1495
1036.0,18.1649
1040.0,18.1812
1044.0,18.1982
1048.0,18.2158
1052.0,18.2336
1056.0,18.2511
1060.0,18.2678
1064.0,18.2831
1068.0,18.2972
1072.0,18.3098
1076.0,18.321
1080.0,18.3307
1084.0,18.3395
1088.0,18.3477
1092.0,18.3557
1096.0,18.3638
1100.0,18.3723
1104.0,18.3814
1108.0,18.3913
1112.0,18.402
1116.0,18.4133
1120.0,18.4255
1124.0,18.4388
1128.0,18.4533
1132.0,18.4691
1136.0,18.4862
1140.0,18.5038
1144.0,18.5215
1148.0,18.5388
1152.0,18.556
1156.0,18.5731
1160.0,18.59
1164.0,18.6067
1168.0,18.6233
1172.0,18.6395
1176.0,18.6555
1180.0,18.6713
1184.0,18.6874
1188.0,18.7035
1192.0,18.7202
1196.0,18.737
1200.0,18.753
1204.0,18.7677
1208.0,18.7805
1212.0,18.7909
1216.0,18.7988
1220.0,18.8042
1224.0,18.807
1228.0,18.8075
1232.0,18.8061
1236.0,18.803
1240.0,18.7984
1244.0,18.7927
1248.0,18.7858
1252.0,18.7778
1256.0,18.7688
1260.0,18.7588
1264.0,18.7483
1268.0,18.7377
1272.0,18.7274
1276.0,18.7176
1280.0,18.7083
1284.0,18.6992
1288.0,18.6901
1292.0,18.6808
1296.0,18.6713
1300.0,18.6619
1304.0,18.6534
1308.0,18.6463
1312.0,18.641
1316.0,18.6373
1320.0,18.6349
1324.0,18.6333
1328.0,18.6323
1332.0,18.6318
1336.0,18.6316
1340.0,18.6316
1344.0,18.6317
1348.0,18.632
1352.0,18.6324
1356.0,18.6329
1360.0,18.6336
1364.0,18.6343
1368.0,18.635
1372.0,18.6357
1376.0,18.6363
1380.0,18.6367
1384.0,18.6369
1388.0,18.6368
1392.0,18.6364
1396.0,18.636
1400.0,18.6358
1404.0,18.6359
1408.0,18.6365
1412.0,18.6379
1416.0,18.6401
1420.0,18.6435
1424.0,18.648
1428.0,18.6535
1432.0,18.6597
1436.0,18.6666
1440.0,18.6736
1444.0,18.6804
1448.0,18.6867
1452.0,18.6922
1456.0,18.6969
1460.0,18.7004
1464.0,18.7025
1468.0,18.7031
1472.0,18.7024
1476.0,18.7003
1480.0,18.697
1484.0,18.6926
1488.0,18.687
1492.0,18.6801
1496.0,18.6719
1500.0,18.6625
1504.0,18.6522
1508.0,18.6413
1512.0,18.6296
1516.0,18.6169
1520.0,18.6031
1524.0,18.5884
1528.0,18.573
1532.0,18.5572
1536.0,18.5415
1540.0,18.5263
1544.0,18.5117
1548.0,18.4981
1552.0,18.486
1556.0,18.4757
1560.0,18.4678
1564.0,18.4623
1568.0,18.459
1572.0,18.4574
1576.0,18.4568
1580.0,18.4568
1584.0,18.4566
1588.0,18.4556
1592.0,18.4537
1596.0,18.4508
1600.0,18.4475
1604.0,18.4443
1608.0,18.4414
1612.0,18.439
1616.0,18.437
1620.0,18.435
1624.0,18.4326
1628.0,18.4296
1632.0,18.4257
1636.0,18.4207
1640.0,18.4144
1644.0,18.407
1648.0,18.3988
1652.0,18.3892
1656.0,18.378
1660.0,18.365
1664.0,18.3505
1668.0,18.3349
1672.0,18.319
1676.0,18.3032
1680.0,18.2879
1684.0,18.2736
1688.0,18.2606
1692.0,18.2493
1696.0,18.2395
1700.0,18.231
1704.0,18.2239
1708.0,18.2182
1712.0,18.2141
1716.0,18.212
1720.0,18.2121
1724.0,18.2146
1728.0,18.2197
1732.0,18.2271
1736.0,18.2364
1740.0,18.2469
1744.0,18.258
1748.0,18.2691
1752.0,18.2798
1756.0,18.2896
1760.0,18.2983
1764.0,18.3059
1768.0,18.3125
1772.0,18.3181
1776.0,18.3228
1780.0,18.3263
1784.0,18.328
1788.0,18.3276
1792.0,18.3248
1796.0,18.3196
1800.0,18.3127
1804.0,18.3048
1808.0,18.2971
1812.0,18.2906
1816.0,18.2863
1820.0,18.2847
1824.0,18.2861
1828.0,18.2905
1832.0,18.2976
1836.0,18.3073
1840.0,18.3191
1844.0,18.333
1848.0,18.3488
1852.0,18.366
1856.0,18.3843
1860.0,18.4031
1864.0,18.4224
1868.0,18.4421
1872.0,18.4618
1876.0,18.4808
1880.0,18.4986
1884.0,18.5144
1888.0,18.5281
1892.0,18.5393
1896.0,18.5478
1900.0,18.5533
1904.0,18.5557
1908.0,18.5549
1912.0,18.5511
1916.0,18.5445
1920.0,18.5351
1924.0,18.523
1928.0,18.5084
1932.0,18.4918
1936.0,18.4735
1940.0,18.4542
1944.0,18.4344
1948.0,18.4144
1952.0,18.3943
